,date,fiscal_period,permno,gics_6d,ret_ex_3d,date_diff,doy_diff
7292,2021-07-30,2021-06-30,12345,151010,0.0012372339,0,-2
7293,2021-10-29,2021-09-30,12345,151010,-0.028002124,0,-2
7371,2021-03-02,2020-12-31,12355,402030,-0.10713938,0,-2
7372,2021-07-27,2021-06-30,12355,402030,0.010686114,0,-2
7373,2021-10-26,2021-09-30,12355,402030,0.024108816,-7,-9
7425,2021-02-10,2020-12-31,12360,352030,0.31971127,6,4
7426,2021-04-29,2021-03-31,12360,352030,-0.07168821,-7,-8
7427,2021-08-03,2021-06-30,12360,352030,0.010128545,0,-1
7428,2021-11-02,2021-09-30,12360,352030,0.0072825924,0,-1
7499,2021-01-29,2020-12-31,12366,202020,-0.14985222,0,-2
7500,2021-05-21,2021-03-31,12366,202020,0.037238993,-4,-6
7501,2021-07-30,2021-06-30,12366,202020,-0.0443618,0,-2
7502,2021-10-29,2021-09-30,12366,202020,0.09175483,0,-2
7539,2021-02-25,2020-12-31,12373,601020,-0.025115581,0,-2
7540,2021-05-10,2021-03-31,12373,601020,-0.037278604,0,-2
7541,2021-08-04,2021-06-30,12373,601020,0.010758583,2,0
7542,2021-11-04,2021-09-30,12373,601020,0.05009747,0,-2
7574,2021-02-02,2020-12-31,12374,453010,-0.04640703,0,-2
7597,2021-03-15,2020-12-31,12377,402030,-0.032890793,-8,-10
7598,2021-08-17,2021-06-30,12377,402030,-0.0973071,-6,-8
7599,2021-11-23,2021-09-30,12377,402030,-0.120704874,-6,-8
7621,2021-09-28,2021-06-30,12380,451030,0.029618394,1,-1
7678,2021-02-01,2020-12-31,12391,203030,0.0128780855,6,4
7679,2021-06-01,2021-03-31,12391,203030,0.020755416,34,32
7680,2021-10-27,2021-09-30,12391,203030,-0.08311671,0,-1
7731,2021-02-04,2020-12-31,12400,402030,0.05975535,7,5
7732,2021-04-29,2021-03-31,12400,402030,0.03705213,0,-2
7733,2021-07-29,2021-06-30,12400,402030,0.009412483,0,-2
7734,2021-10-28,2021-09-30,12400,402030,-0.052045565,0,-2
7806,2021-02-25,2020-12-31,12413,352020,-0.061144218,-4,-6
7807,2021-05-06,2021-03-31,12413,352020,0.066649005,1,0
7808,2021-08-05,2021-06-30,12413,352020,-0.13213272,0,-1
7809,2021-11-04,2021-09-30,12413,352020,0.013868708,-5,-6
7865,2021-02-05,2020-12-31,12431,201020,-0.00430733,9,7
7866,2021-05-05,2021-03-31,12431,201020,0.022359263,1,-1
7867,2021-08-04,2021-06-30,12431,201020,-0.03472068,7,5
7868,2021-11-03,2021-09-30,12431,201020,-0.0072302097,7,5
7897,2021-04-29,2021-03-31,12437,151050,-0.17551103,0,-2
7898,2021-07-29,2021-06-30,12437,151050,0.03480845,0,-2
7899,2021-11-04,2021-09-30,12437,151050,-0.0764043,0,-2
7958,2021-02-18,2020-12-31,12447,151040,0.014640859,1,-1
7959,2021-05-06,2021-03-31,12447,151040,0.07902895,-7,-9
7960,2021-08-16,2021-06-30,12447,151040,-0.009836542,11,9
7961,2021-11-04,2021-09-30,12447,151040,0.029781627,0,-2
7997,2021-01-14,2020-12-31,12448,401010,-0.051542614,2,0
7998,2021-04-14,2021-03-31,12448,401010,0.022244636,1,-1
7999,2021-07-13,2021-06-30,12448,401010,0.015737772,0,-2
8000,2021-10-13,2021-09-30,12448,401010,0.032555077,1,-1
8037,2021-02-04,2020-12-31,12449,451020,-0.009931047,0,-2
8038,2021-05-05,2021-03-31,12449,451020,-0.042697858,-1,-3
8039,2021-08-04,2021-06-30,12449,451020,0.018295133,-1,-3
8040,2021-11-03,2021-09-30,12449,451020,-0.034579244,-1,-3
8073,2021-03-17,2020-12-31,12452,351020,0.12962054,-1,-3
8074,2021-08-12,2021-06-30,12452,351020,-0.2265032,0,-2
8075,2021-11-15,2021-09-30,12452,351020,0.06856792,4,2
8121,2021-01-27,2020-12-31,12473,203040,-0.08287808,0,-2
8122,2021-04-21,2021-03-31,12473,203040,-0.056128986,0,-2
8123,2021-07-21,2021-06-30,12473,203040,0.0018360328,0,-2
8124,2021-10-20,2021-09-30,12473,203040,0.11410609,0,-2
8160,2021-02-18,2020-12-31,12476,101020,-0.025056621,0,-2
8161,2021-05-06,2021-03-31,12476,101020,0.035816535,0,-2
8162,2021-08-05,2021-06-30,12476,101020,0.0066106366,0,-2
8163,2021-11-04,2021-09-30,12476,101020,-0.009479785,0,-2
8200,2021-02-04,2020-12-31,12477,401020,0.056199946,1,-1
8201,2021-05-06,2021-03-31,12477,401020,-0.11364005,1,-1
8202,2021-08-05,2021-06-30,12477,401020,0.005634741,1,-1
8203,2021-11-04,2021-09-30,12477,401020,0.08751534,7,5
8279,2021-01-21,2020-12-31,12490,451020,-0.08318505,0,0
8280,2021-04-19,2021-03-31,12490,451020,0.051800314,-1,-2
8281,2021-07-19,2021-06-30,12490,451020,0.014705015,0,-2
8282,2021-10-20,2021-09-30,12490,451020,-0.10697346,0,0
8338,2021-03-01,2020-12-31,12497,352010,-0.12731694,0,-4
8339,2021-05-06,2021-03-31,12497,352010,0.008569468,0,-2
8387,2021-02-09,2020-12-31,12513,601010,-0.0067837103,0,-2
8388,2021-04-27,2021-03-31,12513,601010,-0.00057198096,0,-2
8389,2021-07-27,2021-06-30,12513,601010,0.0025442806,0,-2
8390,2021-10-26,2021-09-30,12513,601010,-0.0036614975,0,-2
8427,2021-01-21,2020-12-31,12515,401010,-0.017366959,0,-2
8428,2021-04-22,2021-03-31,12515,401010,0.060736436,-6,-8
8429,2021-07-22,2021-06-30,12515,401010,-0.0093061365,-6,-8
8430,2021-10-21,2021-09-30,12515,401010,-0.047067314,-6,-8
8460,2021-02-25,2020-12-31,12521,255020,-0.086949706,-4,-20
8470,2021-05-17,2021-03-31,12528,402030,0.05842507,6,5
8471,2021-08-12,2021-06-30,12528,402030,0.038623504,7,1
8472,2021-12-22,2021-09-30,12528,402030,-0.01850339,13,6
8493,2021-05-13,2021-03-31,12540,302020,0.018650914,0,-2
8494,2021-08-12,2021-06-30,12540,302020,-0.09982114,0,-2
8495,2021-11-11,2021-09-30,12540,302020,0.092451185,0,-2
8557,2021-02-25,2020-12-31,12542,202020,-0.030617109,0,-2
8558,2021-05-06,2021-03-31,12542,202020,0.042946402,7,5
8559,2021-07-29,2021-06-30,12542,202020,-0.024092186,-6,-8
8560,2021-10-28,2021-09-30,12542,202020,0.0555716,-4,-6
8598,2021-01-20,2020-12-31,12558,101020,-0.0153164705,0,-2
8599,2021-04-21,2021-03-31,12558,101020,0.0019283005,0,-2
8600,2021-07-21,2021-06-30,12558,101020,-0.007191365,0,-2
8601,2021-10-20,2021-09-30,12558,101020,-0.061568793,0,-2
8622,2021-02-25,2020-12-31,12559,453010,-0.18519542,0,-2
8623,2021-04-29,2021-03-31,12559,453010,-0.20978706,0,-2
8624,2021-08-03,2021-06-30,12559,453010,0.006851909,0,-2
8625,2021-11-04,2021-09-30,12559,453010,0.3479547,3,1
8660,2021-02-23,2020-12-31,12566,601010,-0.04031387,0,-2
8661,2021-05-04,2021-03-31,12566,601010,-0.103432976,-6,-8
8662,2021-08-03,2021-06-30,12566,601010,-0.026011059,-1,-3
8663,2021-11-03,2021-09-30,12566,601010,-0.0049023624,1,-1
8719,2021-02-19,2020-12-31,12570,201060,0.0070195766,0,-2
8720,2021-05-07,2021-03-31,12570,201060,0.023742855,7,5
8721,2021-08-05,2021-06-30,12570,201060,-0.013016391,6,4
8722,2021-11-03,2021-09-30,12570,201060,0.0445893,5,3
8764,2021-02-10,2020-12-31,12577,352030,-0.20048645,-1,0
8765,2021-05-06,2021-03-31,12577,352030,0.037006613,0,-2
8766,2021-11-08,2021-09-30,12577,352030,-0.06234565,4,2
8767,2021-08-12,2021-06-30,12579,101020,-0.07643449,3,1
8768,2021-11-10,2021-09-30,12579,101020,0.008323059,1,-1
8790,2021-03-03,2020-12-31,12582,255020,0.0028804927,0,-2
8791,2021-05-12,2021-03-31,12582,255020,-2.225391e-05,0,-2
8792,2021-08-11,2021-06-30,12582,255020,0.053878803,0,-2
8793,2021-11-10,2021-09-30,12582,255020,-0.062259577,0,-2
8823,2021-02-25,2020-12-31,12583,352020,-0.020106718,7,5
8824,2021-05-04,2021-03-31,12583,352020,-0.013748598,-2,-4
8825,2021-08-03,2021-06-30,12583,352020,0.031150598,-2,-4
8826,2021-11-03,2021-09-30,12583,352020,0.033108577,6,4
8845,2021-02-24,2020-12-31,12584,402030,0.040641904,6,4
8846,2021-05-05,2021-03-31,12584,402030,-0.010531528,-1,-3
8847,2021-08-03,2021-06-30,12584,402030,0.014618639,-1,-2
8848,2021-11-03,2021-09-30,12584,402030,-0.003435123,-1,-3
8872,2021-02-24,2020-12-31,12588,151020,0.0743263,1,-1
8873,2021-05-06,2021-03-31,12588,151020,-0.1813084,2,0
8874,2021-08-05,2021-06-30,12588,151020,-0.018194132,1,0
8909,2021-02-03,2020-12-31,12591,402010,0.03054716,6,4
8910,2021-05-04,2021-03-31,12591,402010,0.022606362,5,2
8911,2021-08-04,2021-06-30,12591,402010,0.022635365,6,4
8912,2021-11-02,2021-09-30,12591,402010,-0.0022025364,5,3
8939,2021-03-16,2020-12-31,12615,151010,-0.057752132,4,2
8940,2021-08-09,2021-06-30,12615,151010,-0.0020310509,3,1
8941,2021-11-09,2021-09-30,12615,151010,0.12347008,0,-1
8974,2021-02-02,2020-12-31,12622,351020,0.03219566,7,5
8975,2021-04-22,2021-03-31,12622,351020,0.028484425,2,0
8976,2021-07-20,2021-06-30,12622,351020,0.13166629,0,-3
8977,2021-10-22,2021-09-30,12622,351020,-0.04250826,-3,-5
9013,2021-02-11,2020-12-31,12623,201010,0.043889977,0,-2
9014,2021-05-06,2021-03-31,12623,201010,-0.012955084,0,-2
9015,2021-08-05,2021-06-30,12623,201010,0.0010560979,0,-2
9016,2021-11-04,2021-09-30,12623,201010,-0.038607188,0,-2
9041,2021-02-17,2020-12-31,12629,453010,0.05713374,-1,-2
9042,2021-05-10,2021-03-31,12629,453010,0.016070494,4,3
9043,2021-08-05,2021-06-30,12629,453010,-0.08690182,7,5
9044,2021-10-28,2021-09-30,12629,453010,0.013050186,0,-2
9093,2021-02-16,2020-12-31,12639,451030,0.18120489,-6,-8
9094,2021-05-06,2021-03-31,12639,451030,-0.022694688,-4,-6
9095,2021-08-05,2021-06-30,12639,451030,0.15532319,-4,-6
9142,2021-02-22,2020-12-31,12641,201070,0.027805619,10,8
9143,2021-05-06,2021-03-31,12641,201070,-0.107831426,0,-2
9144,2021-08-05,2021-06-30,12641,201070,-0.010134254,0,-2
9145,2021-11-04,2021-09-30,12641,201070,0.09858048,-4,-6
9166,2021-05-03,2021-03-31,12644,151010,-0.030305425,-2,-4
9167,2021-08-02,2021-06-30,12644,151010,-0.103242785,0,-2
9168,2021-11-01,2021-09-30,12644,151010,-0.02379283,0,-2
9251,2021-01-22,2020-12-31,12650,203040,0.017496452,7,5
9252,2021-04-16,2021-03-31,12650,203040,-0.025338853,0,-2
9253,2021-07-16,2021-06-30,12650,203040,0.007272095,0,-2
9254,2021-10-19,2021-09-30,12650,203040,0.0015099986,4,2
9319,2021-03-01,2020-12-31,12668,601010,-0.034873452,7,5
9320,2021-05-10,2021-03-31,12668,601010,-0.022891708,0,-2
9321,2021-08-09,2021-06-30,12668,601010,-0.027721385,0,-2
9322,2021-11-08,2021-09-30,12668,601010,0.11614293,0,-2
9325,2021-02-09,2020-12-31,12680,453010,-0.15276268,0,-2
9326,2021-04-27,2021-03-31,12680,453010,-0.06581607,5,3
9327,2021-08-03,2021-06-30,12680,453010,0.02617834,7,5
9328,2021-11-02,2021-09-30,12680,453010,0.1708698,7,5
9363,2021-02-10,2020-12-31,12681,601010,0.008108893,-1,-2
9364,2021-05-04,2021-03-31,12681,601010,-0.045070946,5,3
9365,2021-07-27,2021-06-30,12681,601010,0.021636417,-1,-2
9366,2021-10-28,2021-09-30,12681,601010,-0.015890215,-7,-9
9413,2021-08-11,2021-06-30,12684,253010,-0.013385847,0,-2
9414,2021-11-10,2021-09-30,12684,253010,0.113173366,0,-2
9450,2021-03-10,2020-12-31,12690,402030,0.013688459,1,-2
9451,2021-08-04,2021-06-30,12690,402030,0.14550273,0,-2
9452,2021-11-03,2021-09-30,12690,402030,0.014545226,-1,-3
9479,2021-02-09,2020-12-31,12693,402030,-0.018278526,6,4
9480,2021-05-05,2021-03-31,12693,402030,-0.0014333931,-5,-7
9481,2021-08-04,2021-06-30,12693,402030,0.0047938614,0,-2
9482,2021-11-17,2021-09-30,12693,402030,-0.035892084,0,-2
9553,2021-03-23,2020-12-31,12699,451020,-0.10668596,19,18
9554,2021-05-25,2021-03-31,12699,451020,-0.0038233984,12,10
9555,2021-08-24,2021-06-30,12699,451020,0.23229544,5,4
9556,2021-11-18,2021-09-30,12699,451020,-0.24001116,-6,-7
9636,2021-02-24,2020-12-31,12747,402030,-0.0046984293,0,-2
9637,2021-05-05,2021-03-31,12747,402030,-0.006773661,0,-2
9638,2021-08-04,2021-06-30,12747,402030,0.00089887343,0,-2
9639,2021-11-03,2021-09-30,12747,402030,-0.020914758,0,-2
9678,2021-02-25,2020-12-31,12756,601010,0.0053815567,0,0
9679,2021-05-05,2021-03-31,12756,601010,-0.123905025,-5,-8
9680,2021-08-05,2021-06-30,12756,601010,0.018403929,0,-2
9681,2021-11-04,2021-09-30,12756,601010,-0.007741623,0,-1
9735,2021-02-25,2020-12-31,12758,202010,-0.029761476,0,-1
9736,2021-04-29,2021-03-31,12758,202010,0.0027630732,-7,-9
9737,2021-07-29,2021-06-30,12758,202010,-0.052242704,-7,-9
9738,2021-11-05,2021-09-30,12758,202010,0.07493294,1,-1
9798,2021-02-04,2020-12-31,12781,551020,0.012898102,1,-1
9799,2021-05-07,2021-03-31,12781,551020,0.009742651,0,-2
9800,2021-08-05,2021-06-30,12781,551020,-0.011433455,1,-1
9801,2021-11-22,2021-09-30,12781,551020,0.010788064,4,3
9832,2021-02-04,2020-12-31,12783,201040,0.011904168,0,-2
9833,2021-05-27,2021-03-31,12783,201040,-0.120502874,-3,-6
9834,2021-08-05,2021-06-30,12783,201040,0.021273002,0,-2
9835,2021-11-09,2021-09-30,12783,201040,0.008822138,5,3
9942,2021-02-10,2020-12-31,12796,203020,-0.057902515,7,5
9943,2021-04-21,2021-03-31,12796,203020,0.033612233,-14,-16
9944,2021-07-28,2021-06-30,12796,203020,-0.03610501,7,5
9945,2021-10-27,2021-09-30,12796,203020,0.0022967996,0,-2
9987,2021-03-01,2020-12-31,12798,501020,0.21775919,0,-2
9988,2021-05-10,2021-03-31,12798,501020,0.014055761,5,4
10022,2021-02-16,2020-12-31,12799,502030,-0.03489408,4,2
10023,2021-04-28,2021-03-31,12799,502030,0.078683324,1,-1
10024,2021-07-28,2021-06-30,12799,502030,-0.009031956,0,-1
10025,2021-10-27,2021-09-30,12799,502030,0.067608416,-1,-2
10130,2021-02-02,2020-12-31,12872,101020,0.06511019,6,4
10131,2021-05-04,2021-03-31,12872,101020,0.026376717,-1,-2
10132,2021-08-04,2021-06-30,12872,101020,0.03119959,1,0
10133,2021-11-02,2021-09-30,12872,101020,-0.065596014,0,-1
10193,2021-02-26,2020-12-31,12880,502010,0.31508255,1,0
10194,2021-05-07,2021-03-31,12880,502010,0.046958536,2,1
10195,2021-08-06,2021-06-30,12880,502010,0.07534659,2,1
10196,2021-11-05,2021-09-30,12880,502010,0.11246045,3,2
10258,2021-02-25,2020-12-31,12885,402030,0.054559335,0,-2
10259,2021-05-06,2021-03-31,12885,402030,0.046561252,7,5
10260,2021-08-05,2021-06-30,12885,402030,0.035070136,0,-2
10261,2021-11-04,2021-09-30,12885,402030,0.0038237853,7,5
10346,2021-07-29,2021-06-30,12905,151040,0.1257892,-5,-6
10347,2021-11-01,2021-09-30,12905,151040,-0.039259035,-3,-6
10414,2021-02-10,2020-12-31,12913,301010,-0.046113703,0,-2
10415,2021-04-28,2021-03-31,12913,301010,-0.0960483,-7,-9
10416,2021-07-28,2021-06-30,12913,301010,0.05841713,0,-2
10417,2021-10-27,2021-09-30,12913,301010,0.12887774,0,-2
10494,2021-02-24,2020-12-31,12919,352010,0.1364801,0,-2
10495,2021-05-05,2021-03-31,12919,352010,0.027486663,0,-2
10496,2021-08-04,2021-06-30,12919,352010,0.05108062,0,-2
10497,2021-11-03,2021-09-30,12919,352010,-0.09127756,2,0
10554,2021-02-10,2020-12-31,12927,601020,0.18552399,-7,-9
10555,2021-05-04,2021-03-31,12927,601020,-0.07513872,-2,-4
10556,2021-08-05,2021-06-30,12927,601020,-0.029839056,0,-2
10557,2021-11-02,2021-09-30,12927,601020,-0.42254046,-2,-4
10657,2021-02-02,2020-12-31,12981,201020,-0.02699596,6,4
10658,2021-04-29,2021-03-31,12981,201020,0.008100127,0,-2
10659,2021-07-28,2021-06-30,12981,201020,-0.007490988,0,-2
10660,2021-10-26,2021-09-30,12981,201020,0.03399439,-1,-3
10681,2021-03-10,2020-12-31,12994,151040,0.058229756,2,0
10682,2021-08-11,2021-06-30,12994,151040,0.004072362,7,5
10683,2021-11-03,2021-09-30,12994,151040,-0.016201865,0,-2
10703,2021-02-24,2020-12-31,13003,601010,0.053623267,0,-2
10704,2021-05-06,2021-03-31,13003,601010,-0.05084615,-4,-15
10705,2021-08-05,2021-06-30,13003,601010,0.00036375047,1,-2
10706,2021-11-04,2021-09-30,13003,601010,,0,-2
10736,2021-01-28,2020-12-31,13006,401010,-0.014796396,1,-1
10737,2021-04-28,2021-03-31,13006,401010,-0.011890694,0,-2
10738,2021-07-28,2021-06-30,13006,401010,0.0037549862,0,-2
10739,2021-10-27,2021-09-30,13006,401010,0.08323512,0,-2
10790,2021-03-11,2020-12-31,13019,551010,-0.07976519,0,-2
10791,2021-08-05,2021-06-30,13019,551010,0.03015509,0,-2
10792,2021-11-04,2021-09-30,13019,551010,0.08972689,-1,-3
10825,2021-02-04,2020-12-31,13035,201060,-0.011012028,0,-2
10826,2021-05-04,2021-03-31,13035,201060,0.0418726,0,-2
10827,2021-08-03,2021-06-30,13035,201060,0.011850838,5,3
10828,2021-11-02,2021-09-30,13035,201060,-0.05373922,5,3
10901,2021-02-05,2020-12-31,13046,452010,0.08996826,0,-2
10902,2021-05-07,2021-03-31,13046,452010,0.03605589,0,-2
10903,2021-08-27,2021-06-30,13046,452010,0.094937585,7,5
10904,2021-11-05,2021-09-30,13046,452010,-0.0997546,0,-2
10982,2021-04-28,2021-03-31,13084,402030,0.0061466456,-8,-10
10983,2021-07-28,2021-06-30,13084,402030,0.06373495,-1,-3
10984,2021-10-27,2021-09-30,13084,402030,-0.00399939,-1,-2
11017,2021-02-24,2020-12-31,13085,253010,0.040773552,0,-2
11018,2021-05-05,2021-03-31,13085,253010,-0.059067566,-1,-3
11019,2021-07-28,2021-06-30,13085,253010,-0.059242897,0,-2
11020,2021-11-08,2021-09-30,13085,253010,0.02084065,5,3
11060,2021-02-03,2020-12-31,13103,251010,-0.013592122,6,4
11061,2021-05-06,2021-03-31,13103,251010,0.0433941,2,0
11062,2021-08-05,2021-06-30,13103,251010,-0.045552254,7,5
11063,2021-11-04,2021-09-30,13103,251010,-0.02771475,7,5
11097,2021-02-25,2020-12-31,13105,351020,0.06840856,0,-2
11098,2021-04-29,2021-03-31,13105,351020,-0.0012355142,-4,-6
11099,2021-08-02,2021-06-30,13105,351020,0.03299283,-1,-3
11100,2021-10-28,2021-09-30,13105,351020,0.113921195,0,-2
11148,2021-02-23,2020-12-31,13107,352010,-0.023491902,1,-1
11149,2021-08-04,2021-06-30,13107,352010,0.013653438,-1,-3
11150,2021-11-03,2021-09-30,13107,352010,-0.053652577,-1,-3
11165,2021-02-25,2020-12-31,13108,255020,0.11854201,9,7
11166,2021-05-06,2021-03-31,13108,255020,-0.05413048,8,-42
11167,2021-08-05,2021-06-30,13108,255020,-0.18186754,0,-2
11168,2021-11-05,2021-09-30,13108,255020,0.0940754,1,-1
11226,2021-02-17,2020-12-31,13116,101020,0.02892173,-8,-10
11227,2021-05-03,2021-03-31,13116,101020,0.052730132,-3,-5
11228,2021-08-09,2021-06-30,13116,101020,-0.0042937626,4,2
11229,2021-11-04,2021-09-30,13116,101020,0.013019202,0,-2
11255,2021-02-22,2020-12-31,13124,101020,-0.010960962,12,10
11256,2021-05-05,2021-03-31,13124,101020,-0.14772506,0,-2
11257,2021-08-04,2021-06-30,13124,101020,-0.12821299,0,-2
11258,2021-11-02,2021-09-30,13124,101020,-0.13165294,-1,-3
11360,2021-02-03,2020-12-31,13142,252030,0.05195846,0,-2
11361,2021-05-26,2021-03-31,13142,252030,0.035331015,0,-37
11362,2021-07-30,2021-06-30,13142,252030,0.1588863,-5,-7
11363,2021-11-03,2021-09-30,13142,252030,0.1798823,-1,-3
11451,2021-02-18,2020-12-31,13168,502030,0.0699426,8,6
11452,2021-05-06,2021-03-31,13168,502030,-0.10225616,0,-2
11453,2021-08-05,2021-06-30,13168,502030,-0.008386871,0,-2
11454,2021-11-08,2021-09-30,13168,502030,-0.058830284,4,2
11461,2021-02-10,2020-12-31,13169,502020,0.08704404,7,5
11462,2021-05-05,2021-03-31,13169,502020,0.0578597,0,-2
11463,2021-08-05,2021-06-30,13169,502020,-0.19070041,1,-1
11464,2021-11-08,2021-09-30,13169,502020,0.09796173,5,3
11499,2021-02-04,2020-12-31,13188,302020,0.0015672933,0,-2
11500,2021-05-06,2021-03-31,13188,302020,-0.0074748625,0,-2
11501,2021-08-05,2021-06-30,13188,302020,0.053711433,0,-2
11502,2021-11-18,2021-09-30,13188,302020,-0.039549183,0,-2
11528,2021-02-25,2020-12-31,13191,151040,-0.052841723,15,13
11529,2021-05-04,2021-03-31,13191,151040,0.091521546,5,3
11530,2021-08-12,2021-06-30,13191,151040,0.14440747,8,6
11531,2021-11-11,2021-09-30,13191,151040,0.006723264,14,12
11540,2021-02-09,2020-12-31,13196,203010,0.10677417,1,-1
11541,2021-05-10,2021-03-31,13196,203010,0.1328165,0,-2
11542,2021-09-09,2021-06-30,13196,203010,0.0075350804,-18,-20
11543,2021-11-09,2021-09-30,13196,203010,0.15473272,1,-1
11569,2021-02-25,2020-12-31,13201,101020,-0.15448211,-7,-9
11570,2021-05-03,2021-03-31,13201,101020,0.09165278,4,2
11571,2021-08-04,2021-06-30,13201,101020,0.03519774,1,-1
11572,2021-11-03,2021-09-30,13201,101020,-0.13877161,-1,-3
11612,2021-02-15,2020-12-31,13206,151020,,5,3
11613,2021-04-28,2021-03-31,13206,151020,-0.0019308138,0,-2
11614,2021-07-19,2021-06-30,13206,151020,0.0029030456,0,-6
11615,2021-10-26,2021-09-30,13206,151020,0.000820603,0,-3
11646,2021-02-18,2020-12-31,13210,451020,-0.030745799,0,-2
11647,2021-05-06,2021-03-31,13210,451020,0.008532071,0,-2
11648,2021-08-05,2021-06-30,13210,451020,0.043480773,0,-2
11649,2021-11-04,2021-09-30,13210,451020,0.02827928,0,-2
11684,2021-02-23,2020-12-31,13244,101020,0.015365875,0,-2
11685,2021-04-28,2021-03-31,13244,101020,0.07945885,0,-2
11686,2021-07-27,2021-06-30,13244,101020,0.010660126,0,-2
11687,2021-10-26,2021-09-30,13244,101020,0.04321051,0,-2
11718,2021-02-12,2020-12-31,13249,201060,-0.13051884,8,6
11719,2021-05-06,2021-03-31,13249,201060,-0.0017856234,7,5
11720,2021-07-29,2021-06-30,13249,201060,-0.09343236,0,0
11721,2021-10-28,2021-09-30,13249,201060,-0.22019708,0,-2
11760,2021-04-30,2021-03-31,13253,101010,-0.30682164,0,-2
11761,2021-07-29,2021-06-30,13253,101010,0.01646193,0,-3
11762,2021-10-29,2021-09-30,13253,101010,-0.015081043,1,-1
11807,2021-02-17,2020-12-31,13260,451020,0.20783705,0,-2
11808,2021-04-28,2021-03-31,13260,451020,-0.1944096,0,-2
11809,2021-07-28,2021-06-30,13260,451020,-0.110999316,7,5
11810,2021-10-27,2021-09-30,13260,451020,-0.24194707,7,5
11834,2021-03-01,2020-12-31,13262,352010,-0.0074893744,-7,-10
11835,2021-08-09,2021-06-30,13262,352010,-0.06317449,0,-2
11836,2021-11-09,2021-09-30,13262,352010,-0.03287895,1,-1
11863,2021-08-16,2021-06-30,13265,201030,-0.061210986,0,-3
11924,2021-01-25,2020-12-31,13278,401010,0.017047111,0,-2
11925,2021-04-26,2021-03-31,13278,401010,-0.03978916,0,-2
11926,2021-07-26,2021-06-30,13278,401010,-0.024344934,0,-2
11927,2021-10-25,2021-09-30,13278,401010,0.034432855,0,-2
11962,2021-02-17,2020-12-31,13284,201060,-0.10401666,-1,-2
11963,2021-04-28,2021-03-31,13284,201060,-0.06289899,-5,-7
11964,2021-07-28,2021-06-30,13284,201060,-0.012248002,-6,-8
11965,2021-10-27,2021-09-30,13284,201060,0.0044750716,0,-2
12037,2021-02-10,2020-12-31,13302,402020,0.03898104,-13,-15
12038,2021-05-04,2021-03-31,13302,402020,0.0880996,-1,-3
12039,2021-08-03,2021-06-30,13302,402020,0.15436555,-1,-3
12040,2021-11-02,2021-09-30,13302,402020,0.115262076,5,3
12074,2021-08-04,2021-06-30,13303,202010,0.0026278866,0,-2
12075,2021-11-04,2021-09-30,13303,202010,0.035960954,1,-1
12171,2021-02-25,2020-12-31,13315,255020,0.0283604,-7,-9
12172,2021-05-19,2021-03-31,13315,255020,-0.10056695,-7,-9
12173,2021-08-18,2021-06-30,13315,255020,-0.14100254,0,-2
12174,2021-11-18,2021-09-30,13315,255020,-0.18965451,6,4
12205,2021-02-11,2020-12-31,13316,351030,0.09357334,7,5
12206,2021-04-29,2021-03-31,13316,351030,-0.055816874,7,5
12207,2021-07-29,2021-06-30,13316,351030,0.017767858,3,1
12208,2021-10-28,2021-09-30,13316,351030,0.10382302,0,-2
12240,2021-02-09,2020-12-31,13318,502030,-0.0061213733,-2,-4
12241,2021-05-06,2021-03-31,13318,502030,-0.011502916,0,-2
12242,2021-08-05,2021-06-30,13318,502030,0.06199284,0,-2
12243,2021-11-04,2021-09-30,13318,502030,-0.06192818,0,-2
12302,2021-02-24,2020-12-31,13321,201020,-0.061367147,14,12
12303,2021-05-05,2021-03-31,13321,201020,0.15731649,0,-2
12304,2021-08-04,2021-06-30,13321,201020,-0.022521125,0,-2
12305,2021-11-03,2021-09-30,13321,201020,0.013435914,0,-2
12323,2021-02-09,2020-12-31,13323,453010,-0.005005225,-7,-9
12324,2021-04-27,2021-03-31,13323,453010,-0.13712034,-7,-9
